UserName,CityName,HotelName,BookingAmount,RoomNights,TimeStamp,BookingID,BookingDate
0,0,0,2205,4,2021-05-01 17:37:22,88e0a014-70e7-424b-be76-1d2513054019,2021-12-10
0,0,0,2826,17,2021-03-05 12:33:04,4af5576c-7ac3-4eb1-b23d-52d0f2506b74,2022-04-27
0,0,0,1960,18,2020-10-08 03:43:03,340cfb4e-1fc6-402d-b7c7-2aff6c87d34c,2022-01-15
0,0,0,3004,4,2020-05-14 03:30:13,3ec3970f-7f63-4757-9a12-f1eb5b0fb8e4,2022-03-03
0,0,0,3579,8,2020-10-01 01:53:29,cfe900cd-f14c-4adc-a1aa-0d07ed092238,2021-12-15
0,0,0,1120,18,2020-07-22 17:21:13,6bd83ef2-8434-4aec-aa14-f7c0d533e97f,2022-03-14
0,0,0,2190,18,2021-02-14 20:19:56,a63661b9-5bef-4d9b-aa98-967f05d83df8,2021-06-06
0,0,0,586,18,2020-12-08 22:31:42,ddcc9d0d-b954-4386-8755-5a45a6321033,2021-06-04
0,0,0,478,1,2020-10-08 04:06:36,8452fa73-33f6-4ae2-8e6a-fd6c262c86ee,2021-07-21
0,0,0,255,4,2020-08-07 13:42:45,ca82f76b-18c3-4043-af08-30a6c39be593,2022-04-07
0,0,0,1367,16,2021-01-08 10:21:08,a8798fce-0875-4a6a-993f-24d5dde14152,2022-01-18
0,0,0,2306,15,2020-06-04 15:56:07,96176202-0911-41ea-8679-edf2262f4cc6,2022-04-24
0,0,0,2786,9,2020-06-07 21:29:52,f4db9fae-fc04-49e9-8de1-8329afad8406,2021-08-01
0,0,0,3505,13,2020-05-11 16:35:47,fd82be91-0542-4f75-8577-9e4c4626ca81,2021-10-12
0,0,0,2294,21,2020-12-25 20:07:47,13a92306-676c-4aa9-a628-1185aad95a98,2022-02-15
0,0,0,2370,3,2021-04-27 10:47:58,18b2793f-f9ed-4235-9548-d8d132a4269d,2021-08-04
0,0,0,246,14,2020-11-13 01:33:42,e1547f28-3866-42e8-9f7f-5859ec5030c7,2021-11-24
0,0,0,1722,10,2021-04-10 12:53:53,e743e5cf-85d7-4967-8621-3ceb50fbefaf,2022-02-26
0,0,0,3826,7,2021-01-22 15:42:49,fd17a353-690f-464e-8cf4-35625b6af846,2021-10-09
0,0,0,668,16,2020-07-25 14:43:16,5a7cdc9a-db6b-428c-bfde-5fec9baacfc2,2021-08-30
0,0,0,1111,14,2020-07-05 09:17:22,2c07fb68-d4be-42d1-af5e-76dbf38942ce,2022-03-04
0,0,0,270,17,2020-07-16 12:46:55,e49f13da-9f3e-4364-bf97-40ab9007ffb4,2021-07-07
0,0,0,2759,22,2021-04-21 06:46:41,b5e35a72-e570-4bc7-99c4-37c30f154166,2022-02-19
0,0,0,3786,10,2020-06-12 22:21:27,8cf0bf34-0f23-4e47-b3c3-70749ad382b4,2022-03-08
0,0,0,2392,6,2020-07-20 06:31:18,2db537a6-7fcb-44f3-8176-6fb7d23e79cd,2021-10-21
0,0,0,2199,23,2021-02-15 16:10:02,2e390949-60e5-44ae-b689-5a02fddefe60,2022-01-13
0,0,0,2754,14,2020-10-18 16:48:15,c03ed013-28d7-438d-aad1-59ccde35acd6,2021-08-03
0,0,0,1713,19,2021-02-05 12:09:55,88b40c97-8b37-44e9-a7b8-2baf6b6269ab,2022-03-08
0,0,0,1840,27,2020-06-03 00:55:12,e0c76046-f404-4763-b152-f917baeb9f95,2022-04-05
0,0,0,3228,21,2021-04-19 23:13:45,9f585cf2-ffd7-4ede-a1c3-af788395fd0d,2021-07-26
0,0,0,3049,6,2021-03-07 23:15:57,f3c4e17a-e529-4227-8609-91ae6a2fa9fe,2022-03-05
0,0,0,3814,15,2020-11-17 10:15:52,2b5dc174-bbe2-484c-962f-2e585baa5c0e,2021-12-14
0,0,0,3423,13,2021-02-13 11:01:56,5b003506-f061-4386-a3e8-6c98eb8e9bf1,2022-01-11
0,0,0,2375,3,2021-04-23 02:09:47,09d6c6f1-d5f7-4369-8e91-d7482bb77281,2021-10-13
0,0,0,2696,8,2020-12-24 23:11:57,d900e19e-d7eb-40dd-8013-34fb6955d0d6,2021-08-21
0,0,0,3126,17,2020-05-24 08:42:27,ed210bbd-a826-4e2a-8f1e-5c4fba0593ed,2022-04-25
0,0,0,3544,20,2020-07-07 05:36:58,94f27d00-07c5-4e74-a539-e306d216b5f5,2022-03-25
0,0,0,2111,9,2021-02-05 09:28:18,360c9344-5bdf-4cf3-a8a8-298a4e4fb7ac,2022-01-01
0,0,0,2385,7,2020-08-03 10:50:19,fa821029-cad7-429b-a491-ca475cb4e971,2021-12-04
0,0,0,3156,20,2020-11-02 06:45:51,595a7ddd-20ad-4d4a-9cf5-de4873dfb06c,2022-03-13
0,0,0,3677,29,2021-02-05 01:23:29,8881e0d1-ec4f-4398-b904-410b71492f3e,2022-02-16
0,0,0,1466,7,2020-07-18 03:31:01,44e8ce9a-49b9-4f20-894f-b0165fc2f062,2021-05-25
0,0,0,2084,4,2020-09-29 13:50:17,8aaf95bd-6fde-4eea-b1a1-7331983320f3,2022-01-17
0,0,0,1632,24,2020-10-18 05:35:06,abec2068-d15f-429b-9a9c-dc58fe9d074d,2022-04-15
0,0,0,541,19,2020-09-23 17:24:27,7304ba58-fa19-48e7-b944-393bf1f656ca,2021-05-13
0,0,0,1177,8,2020-06-05 12:00:21,04c89f16-7d22-4098-84a7-683463cc59b9,2021-09-30
0,0,0,656,10,2020-06-17 10:08:49,58a12de6-4281-42b5-98f1-d27ed5050777,2021-08-07
0,0,0,3713,1,2020-08-13 17:39:02,0f7dafd9-8bf5-4174-be5f-8270bb7746d9,2021-05-31
0,0,0,2265,20,2020-05-13 09:27:22,7b3c9955-83a2-44ab-8a32-a98bf3cb9a86,2021-05-09
0,0,0,3152,23,2021-04-15 06:30:44,6c8ea4c3-57d6-4a74-b0a9-47c502afecf8,2021-05-07
0,0,0,113,23,2020-12-27 19:17:27,a2151a4e-bd21-4548-bc59-cec48f4991a8,2021-05-19
0,0,0,891,4,2020-07-23 02:11:22,c5adf91e-e06c-463c-a92f-59b66cb786c9,2021-10-21
0,0,0,1584,23,2020-10-04 12:07:08,bb33d8bd-bb18-4b30-8f74-dab7b23271bf,2022-02-13
0,0,0,3372,22,2021-03-18 15:03:26,345d5d63-f429-4728-8a2b-5a2b364be3ab,2021-05-17
0,0,0,3604,12,2020-10-25 03:24:30,5b020d1d-adeb-4309-af10-a8a8e617f9d3,2022-02-10
0,0,0,698,8,2020-05-11 00:03:50,9b0e6d56-5ffa-44e5-b1b2-250115d28bde,2021-12-22
0,0,0,2394,10,2021-03-21 15:40:42,8162270b-3ea6-4f15-a6ec-b33b417a5734,2021-06-08
0,0,0,1371,21,2020-09-08 05:23:46,70ff9c83-5432-4c24-b90d-191cc0f3a75f,2021-08-23
0,0,0,2465,7,2020-07-27 14:32:22,07faf3c3-95f8-4d1d-b083-4e20562968b4,2022-02-07
0,0,0,705,26,2021-04-19 11:49:32,ab55ac4d-1e71-49ad-b212-c210b3b9fcd5,2022-01-01
0,0,0,3816,19,2021-04-01 11:34:25,808cac07-c81f-49ae-bac8-d9e8e1dc687e,2022-02-13
0,0,0,283,8,2020-09-18 03:03:18,9e88f8b4-f449-4987-87bc-0b19aa38bd15,2022-01-04
0,0,0,3903,19,2021-03-17 08:23:57,3a6bf4ba-14c6-4d9d-b4bf-bb2863d82ac6,2021-11-08
0,0,0,457,21,2020-06-30 16:44:15,69ca81c3-06c0-4d30-aa97-b127fb162ffe,2021-11-19
0,0,0,1306,22,2020-07-24 05:00:08,ced7cd13-3950-4bdf-8c32-2a25bdf64b08,2022-01-21
0,0,0,922,15,2020-11-25 06:05:01,2e7d93ed-a9cc-4eb4-abb6-acd8c6e2a842,2021-06-23
0,0,0,3948,2,2021-04-27 17:27:20,b1fa62e9-d04d-4f32-b75b-fb06a12f4ca9,2021-09-24
0,0,0,3427,23,2021-04-16 08:29:31,47af7c8f-2c24-42bd-8a50-746d19ccd603,2021-12-31
0,0,0,2696,29,2021-01-18 11:02:52,afe09e30-41b8-491c-a694-2a965770889a,2022-02-24
0,0,0,3597,16,2020-09-26 07:00:55,e0d800f9-435c-4013-8578-dc59d55e563c,2022-04-07
0,0,0,2132,16,2021-03-25 04:02:36,4a90d4ce-ca35-4401-b464-b3b64a8701f9,2021-09-04
0,0,0,2672,22,2020-06-25 13:30:14,43a442d0-8e72-4daf-a4f0-735da11b76c1,2021-07-10
0,0,0,1318,23,2020-05-29 16:27:22,417ce4b8-abfa-4393-978a-f4bc13966bf0,2021-12-15
0,0,0,3876,13,2020-08-05 16:01:44,3717abfe-80de-43f7-90bc-6d8050fd8c21,2021-07-18
0,0,0,839,14,2020-08-14 21:17:49,15972560-ba99-4484-af75-76a50e8ff7cf,2021-10-29
0,0,0,1749,3,2020-07-18 23:16:13,cb34fe82-a5dd-4424-bdb5-f59dd5a28980,2022-03-10
0,0,0,3548,23,2020-11-16 01:51:58,86c009c7-bf71-4232-bdcf-32c10ead1be4,2021-11-28
0,0,0,216,2,2021-02-14 16:32:13,f58f6137-8e76-4d19-9375-69c804837183,2021-10-23
0,0,0,3948,18,2020-10-17 01:13:49,dbb50c0c-3f90-40ba-9cda-f8e511d24e09,2021-06-22
0,0,0,3493,29,2021-04-25 04:24:40,87ef5edd-ff10-43c0-93b4-f0d8d5fecf92,2022-01-15
0,0,0,1620,1,2021-04-06 09:15:16,53ca3634-b47c-429d-881f-7b277a67523a,2021-06-22
0,0,0,1512,22,2020-06-10 19:32:11,0196bc83-fa60-40e9-bc7f-938d0a96137f,2021-10-08
0,0,0,1953,1,2020-05-12 03:30:14,8cf9de08-1beb-4569-b668-079c62872d71,2021-11-27
0,0,0,293,3,2020-11-26 04:30:30,0fed6dbc-1491-43b5-ad28-deaf12e937d2,2021-05-23
0,0,0,3822,25,2020-07-15 15:37:44,801063c2-b9e5-4b95-91aa-b1525f6c5bb6,2022-03-10
0,0,0,1631,8,2020-08-27 17:57:42,d0a0e3ec-dd0f-4c47-a86c-9a187216c738,2022-03-18
0,0,0,2429,6,2020-08-04 07:53:51,617d8330-d880-41d7-a539-b1a1314c19a4,2021-06-10
0,0,0,2798,5,2021-03-11 21:56:03,c54642fb-9fb4-42b4-a2e9-92ba238f1525,2021-10-05
0,0,0,422,18,2021-02-13 23:14:16,dcdddcbd-fc43-4e01-90a6-b60496e26b4d,2022-01-08
0,0,0,1231,18,2020-05-22 19:07:44,789bd9a2-914f-456e-8cf7-de123770b270,2021-12-23
0,0,0,3079,25,2021-04-11 08:21:45,6de23325-cb4e-44c6-8ec9-0d5ee01503c5,2022-01-31
0,0,0,3635,11,2021-03-22 06:39:14,cb9418bf-2737-4a1d-ab40-4bb2d3bbaa16,2021-09-23
0,0,0,1118,6,2021-03-22 09:28:05,7dcf9c8e-7a0b-473a-afde-0d536d566c74,2021-06-20
0,0,0,3781,26,2020-12-31 07:02:23,02a7aa28-f695-4b7f-9833-619336e9f245,2021-09-17
0,0,0,591,8,2020-11-13 04:48:28,e424ed3b-f787-4d4f-8707-e22f7a7e2df4,2021-09-28
0,0,0,1862,6,2020-05-18 21:33:14,6a2dc737-5862-4cb3-a20f-7ad826e1791a,2021-06-07
0,0,0,3098,17,2021-02-22 00:20:06,72a31262-5092-4bfb-af2c-d8f3f7568648,2022-04-22
0,0,0,1853,6,2020-07-10 14:02:28,adb29011-62ff-408b-8e49-2bdbbac1bbde,2021-09-14
0,0,0,3553,17,2020-10-29 12:00:46,31882570-c215-44e3-b3fe-2d69eb23a532,2022-04-29
0,0,0,1700,8,2021-04-24 01:52:37,c014b720-1cc8-4c55-b428-cf5c7859e138,2021-06-17
0,0,0,1492,11,2021-04-30 00:02:47,27874ad2-c0d2-4d5b-a0b0-5ea4ce7634b9,2021-09-23
0,0,0,2232,17,2021-01-13 22:38:41,589637bc-d401-4dbb-afbb-17ed11d8884e,2021-08-22
0,0,0,1474,25,2020-12-19 09:03:58,882f908d-eea2-4bc8-b370-b8a7b1ad3ba0,2021-08-08
0,0,0,987,1,2020-05-13 12:46:28,3a2de904-3359-4e65-aba4-6a0683bedb18,2021-12-13
0,0,0,827,24,2020-09-19 01:16:30,1640569e-2836-4fe4-9dc5-d6803dc65a06,2021-08-15
0,0,0,1182,15,2020-11-18 18:21:47,084289e3-f4e2-4a74-a478-c73062c9ab93,2021-10-30
0,0,0,2549,24,2020-05-04 02:09:28,fd5238e6-462d-49c5-aac7-24bfe130a0a0,2021-05-09
0,0,0,988,18,2021-04-20 11:15:23,19ebd79b-be7c-41f2-a939-c524830ef86c,2022-04-11
0,0,0,2521,25,2021-04-11 14:17:46,639e5356-3434-4bbb-ae77-51e972594f73,2022-03-31
0,0,0,197,26,2020-06-15 09:20:33,6e08afc4-50da-45ce-a30e-f929c38aef37,2021-12-21
0,0,0,2934,23,2021-03-08 10:01:50,63ac1f6e-6321-4dbb-b55f-a2b32e99aa7e,2022-04-13
0,0,0,486,19,2020-09-19 16:56:07,3be9cf2f-f219-4c4d-a713-62fffb4d9c8a,2022-04-01
0,0,0,1795,24,2021-03-13 17:47:17,4b3452c3-70dc-4142-a6d4-faccfc22e36d,2022-03-17
0,0,0,1223,9,2020-08-21 17:48:22,56c4892c-b385-41ff-8e1f-f82ca10a4379,2022-03-25
0,0,0,2485,14,2020-09-19 03:51:07,c795448b-20e6-4a35-8da8-cc46e8a151ee,2021-05-11
0,0,0,3009,9,2020-07-19 15:24:23,4c8536cd-d561-4e66-b11c-1233f45cdf3f,2021-07-19
0,0,0,411,19,2021-03-01 03:26:32,fc17a79f-812e-47cd-8296-a322300ea177,2021-07-05
0,0,0,1038,1,2020-08-27 11:30:04,0b83da28-b4fb-4851-8f06-bbf7d7bd980f,2021-07-17
0,0,0,2976,20,2020-12-18 15:30:16,f5db0e2b-8ef2-41a2-83a9-7ee31b06a66d,2022-05-01
0,0,0,3174,15,2020-06-05 09:58:45,6ec2e18e-c4d2-40d1-9e1a-4ac673873896,2021-08-24
0,0,0,435,5,2020-08-12 13:48:34,5e742a1c-fc01-427a-9d2f-4a4ea9f0c9b3,2021-10-02
0,0,0,1001,8,2020-06-29 07:15:19,7b73cafa-051d-4509-bbf6-2414d0c0a2fb,2022-03-18
0,0,0,1896,5,2021-02-09 09:33:01,cf934344-3e7b-48fb-89aa-3426a3078023,2021-11-23
0,0,0,3328,4,2020-07-18 02:06:27,3e731c0a-c27a-405f-8e58-a2b713192dbb,2021-12-29
0,0,0,638,26,2020-07-24 04:50:47,de717b51-e14e-433a-adfe-65d9743f9dbd,2021-05-05
0,0,0,2655,29,2020-09-06 02:34:07,f6634b20-3477-4a8d-a96f-f534cb0cd649,2022-02-11
0,0,0,3077,18,2020-11-13 13:48:34,e85090be-3598-46e5-8c20-a7116ab112fb,2021-10-13
0,0,0,1235,17,2020-10-31 12:38:11,1f823509-6b07-4535-bea5-ed1c2bc3d6a1,2021-07-08
0,0,0,271,22,2021-04-26 18:34:50,678ea4a4-ebe0-455c-9dab-f94087bddff8,2021-11-25
0,0,0,148,25,2020-05-14 15:56:26,dbaae73c-181a-465b-90a4-51b89fd4281c,2021-10-31
0,0,0,3369,29,2020-12-09 20:29:07,acde4be1-4156-4119-ba79-606f1aecc34e,2021-09-28
0,0,0,3104,1,2020-08-10 13:37:16,69f0b0b1-5674-4aad-b4fe-213f5a4b606b,2021-11-16
0,0,0,2235,18,2021-02-01 22:51:10,39f777ad-989a-4627-8ad7-f9f8b46a519c,2021-11-22
0,0,0,2388,14,2020-05-20 04:30:37,70cd64fa-af89-40e9-939d-6be686a82f0e,2021-11-09
0,0,0,139,10,2021-02-09 08:56:37,be27f986-1eca-44a1-a429-ff778feecf8a,2021-08-29
0,0,0,1230,22,2020-07-01 02:56:14,0c5b826a-59f5-4015-bda2-ef9a4e39b03f,2021-10-29
0,0,0,2705,24,2021-02-23 16:24:51,18b237c7-ab69-43ec-8150-a9d1e7f6fe2b,2021-06-22
0,0,0,2645,10,2020-12-13 13:09:18,98b0ef51-a4ea-4fc5-8e60-56e2e470ba44,2021-10-06
0,0,0,3922,11,2020-05-08 11:28:48,24f2822b-ab89-43c7-80fb-352424eab512,2021-11-17
0,0,0,1247,7,2020-05-16 23:49:15,db859b57-bacd-4527-b133-6cdc5c38bed8,2022-02-20
0,0,0,1019,18,2020-06-04 03:50:48,7ad00c8b-0342-4dde-ac77-943159d5531e,2022-02-17
0,0,0,2131,9,2020-09-25 08:39:30,e644dbc4-ff26-49ba-b98c-4a537e11533b,2022-03-28
0,0,0,1981,4,2020-05-08 12:13:45,91e4bfd7-699f-41fc-8840-d1a625125000,2022-01-12
0,0,0,502,16,2020-12-23 01:19:20,33ed9e64-4676-4677-b8da-ce4ce934dd5a,2022-04-29
0,0,0,1563,2,2020-09-20 00:12:03,eebdc719-c1eb-494a-81ab-724e0fbfe6f0,2021-09-24
0,0,0,1865,25,2020-10-31 03:24:58,fa1841db-daac-4103-b026-bbdbcdf80221,2021-11-16
0,0,0,1425,17,2020-11-23 21:47:34,d4486fe9-d085-4207-a1af-58e9a3aca161,2022-01-11
0,0,0,3087,29,2020-12-16 06:52:57,da38eb27-d5c1-4ded-b5e4-f5c6dee61717,2022-02-21
0,0,0,3040,27,2020-05-15 15:47:56,1dbcbf2c-5787-43d1-b05c-3b1da39d7619,2021-07-08
0,0,0,1073,14,2020-05-15 05:43:37,6c91a4b5-00fe-45b6-bcdf-0cdf15075f23,2021-07-09
0,0,0,2272,18,2020-08-07 13:39:51,dc23e212-4fa3-4285-bc11-492a143b39a0,2021-09-09
0,0,0,740,11,2021-04-07 12:48:11,dc947ea0-d853-4394-b9c2-d6b8e4a63311,2022-04-16
0,0,0,3562,19,2020-05-16 03:31:50,fb91850d-7000-48eb-bcef-083af0c8aafa,2022-04-24
0,0,0,2983,20,2021-04-13 05:40:21,06bdaef1-fb06-4067-ac5e-c1cc9c52403b,2021-05-18
0,0,0,1130,13,2020-06-18 23:10:01,d9a1c713-83d8-4432-9ea2-5bf08ed511f5,2021-12-28
0,0,0,3558,17,2021-04-10 01:15:32,7a7c5b9c-0c6c-435a-92c2-96cb9113f9b6,2021-09-23
0,0,0,2479,26,2021-01-01 21:04:39,5f4e5d48-9cad-4a57-bddd-5c557ee697f7,2021-07-31
0,0,0,3713,11,2020-10-10 08:34:36,d712433f-ffea-4a9b-8ead-a0ce5997da5a,2022-01-14
0,0,0,374,5,2020-05-09 18:16:55,679584bd-8035-46e8-b45e-4715d50c17eb,2022-03-30
0,0,0,3146,16,2021-01-31 22:49:24,da9e1000-eb9d-464d-94cc-638dbc2a6ef7,2021-06-24
0,0,0,2812,9,2021-02-19 03:09:29,d40adca3-c704-4cfc-affd-96cf3efaeed4,2021-10-03
0,0,0,2948,25,2020-07-15 08:52:43,f54862b8-9d59-40a4-9a2a-655ba028bac7,2021-11-17
0,0,0,1630,28,2021-03-05 06:20:48,581a9a73-a652-48ed-997e-1c529d4d37d7,2021-12-01
0,0,0,2419,27,2020-07-01 10:29:08,e535d68a-5f5e-4bb1-bf07-9df0a7dbc0e3,2021-06-08
0,0,0,2845,13,2021-02-13 13:12:25,fee4857b-9db3-429f-a083-454707299252,2021-12-21
0,0,0,2339,23,2021-03-19 18:09:49,27107f46-0819-4416-9c7c-d8810223a022,2022-01-03
0,0,0,2957,12,2021-04-01 21:47:06,7f0df176-71bb-48f7-82b7-a71ac1172612,2021-12-23
0,0,0,1404,27,2020-11-19 14:53:33,5c9851b1-cade-41af-827b-c44ed65aa84d,2022-04-03
0,0,0,2764,29,2020-05-27 15:12:27,c7d2c793-c5ec-4ab3-b8ee-a9ae4eff04ee,2021-08-19
0,0,0,1634,23,2021-03-01 20:29:08,ca91eae5-c7e4-4933-a26c-204e5657576a,2021-10-26
0,0,0,1920,8,2020-09-04 20:20:49,1651ae0a-53a3-42a7-945a-c9e8d3ff4324,2021-05-17
0,0,0,2831,26,2020-12-15 03:16:57,5acd8cc9-b682-4312-b8cf-3725ef37d5d3,2021-08-17
0,0,0,3264,10,2021-04-19 23:01:26,c199ae88-9158-476c-a5f2-7c397cf16bd0,2022-02-12
0,0,0,3506,29,2021-04-14 12:14:24,4678742d-3216-4db3-b764-5e8090dc7a9e,2021-09-10
0,0,0,1553,24,2020-05-11 16:03:08,fda74413-745a-45f9-819e-7e4f5c3b939a,2022-02-19
0,0,0,2639,11,2020-05-11 04:19:38,7fc2acff-ec81-4e83-889a-7d3ca2563b2b,2021-09-15
0,0,0,811,13,2020-12-28 04:05:54,b4356224-5c22-4281-b634-37522d4cbb71,2021-07-25
0,0,0,3608,28,2020-11-22 23:44:28,f28e6980-a932-4ed3-86ff-734e22c513d3,2021-10-17
0,0,0,2859,22,2020-12-04 15:59:46,df750f96-b521-4cb4-95fc-2809cb027821,2021-08-08
0,0,0,3475,19,2020-06-22 19:30:09,b0ac0a41-3068-4955-ba9c-031151b94799,2021-11-10
0,0,0,1490,2,2021-03-02 07:34:13,096b7b04-74da-420f-aaaa-15501c0b39b9,2021-12-29
0,0,0,3538,20,2020-08-18 13:23:16,1300c8e2-8053-45f4-afd5-361bf13c0750,2022-01-03
0,0,0,3454,12,2021-01-04 12:25:04,37329b94-c4a7-4a97-951a-12be626215a3,2021-05-26
0,0,0,3853,16,2021-03-23 13:50:00,8bdad4bb-7710-4f48-864d-6d61f034230b,2021-08-15
0,0,0,3359,3,2020-09-08 11:11:14,a9d6714a-6694-4a74-b4ad-32ac542e3172,2021-12-27
0,0,0,2239,2,2020-11-05 14:17:33,be4c1597-2af4-44c3-9f08-389263ea34af,2021-07-08
0,0,0,1767,9,2020-11-28 23:39:01,7eed91df-3f35-4f3c-989f-df6dabd644ce,2022-01-19
0,0,0,1832,15,2020-06-04 02:30:57,005895eb-b9ce-45d0-8180-350b1161cd18,2021-12-13
0,0,0,3969,7,2020-11-06 19:34:11,fa29db04-12ba-418c-9a09-d7a85f2d2859,2021-12-06
0,0,0,1734,25,2021-01-03 02:36:01,66e297ce-ad18-447d-bce8-414efd4dd677,2021-06-22
0,0,0,2553,18,2021-04-10 00:09:12,6b1d5ec7-a93c-4bad-9cf6-677f42addc6b,2021-08-27
0,0,0,3691,8,2020-10-03 07:45:36,2b31fe4b-1371-42dd-af10-42676aa5d5f0,2022-03-16
0,0,0,1359,9,2020-05-06 04:10:30,7b30f9d7-785b-40ce-8bcc-77456f36cbd0,2021-12-25
0,0,0,3339,23,2020-09-11 05:35:52,843b1689-caaf-4f17-bc04-5a2660ace379,2022-03-31
0,0,0,3410,19,2020-06-06 16:53:11,6340c679-f16e-47f9-ab00-e0661a5d725e,2022-03-16
0,0,0,1601,9,2020-09-09 00:06:16,582b69fb-6eea-4e7e-81cb-742aa68a06fe,2022-04-10
0,0,0,1272,26,2021-02-16 16:57:16,292b7e17-7e73-4c55-94e5-36147f16f5b3,2021-08-13
0,0,0,1933,24,2020-05-10 12:32:38,0b5f8f16-7cb3-4637-a8f0-a1aca78aa6b5,2021-11-29
0,0,0,564,25,2021-04-02 18:56:10,c41812a9-d3a7-44c4-8298-ae4b92d1e26c,2021-10-25
0,0,0,1379,18,2020-09-08 19:06:44,9df2f49a-a294-40fc-85c5-3563eca478cd,2021-08-15
0,0,0,3775,15,2021-01-13 21:58:40,b10b723a-c607-4761-8ff7-4d1124473c95,2021-12-12
0,0,0,2465,21,2021-03-06 17:13:42,4060bcfe-fded-4cd1-bfd5-9208a0ac706e,2021-06-25
0,0,0,1949,29,2020-12-14 13:26:18,b7594b44-63f2-47db-89c9-872a576dfa6d,2021-07-05
0,0,0,3895,21,2021-02-20 01:55:55,bc19ad78-a294-4e67-a16e-5280ba9f7ce2,2021-11-27
0,0,0,3705,3,2021-01-10 16:06:33,112b288a-e8bd-4e57-a967-9ab95561d721,2021-08-13
0,0,0,3527,28,2020-07-08 20:31:38,a45d86f8-b1c1-41a1-825c-45bd227038c4,2022-04-27
0,0,0,2749,22,2020-07-30 10:06:58,11103b99-7991-43c7-be1c-4ba35b0533c7,2021-10-02
0,0,0,2425,2,2020-06-22 19:05:46,7f27d715-9fb0-4ef9-a505-6342334f2bca,2021-12-21
0,0,0,2052,27,2020-09-29 22:15:08,30d55635-4171-413e-852a-636181b4a770,2021-07-17
0,0,0,646,17,2021-03-09 20:50:54,b6cb8c7f-41a4-4635-ab92-08dad26aa583,2022-02-06
0,0,0,1960,13,2020-06-23 19:56:10,f68c221b-76e4-4899-af00-67fe95d15d34,2021-06-20
0,0,0,2889,7,2020-11-24 15:04:38,1c59d9f7-c76d-4424-82ba-121f4b482cd4,2022-04-29
0,0,0,2159,20,2020-06-12 05:23:17,dcea45b0-db45-4b12-b065-bff09b2e6df3,2021-12-21
0,0,0,3697,17,2020-12-23 00:58:52,1f1313af-34fc-4832-ad92-4b5c4d964628,2022-04-08
0,0,0,3286,4,2020-11-03 04:45:20,461ddca3-d7c7-465c-934f-d29711562230,2022-03-24
0,0,0,159,24,2020-07-03 22:49:03,54703c76-ba77-47b7-bc76-880ece4adcd0,2022-02-26
0,0,0,1786,26,2020-10-25 15:17:06,92c298b7-0379-4cde-8d9e-6d37d54f7a63,2021-06-19
0,0,0,1918,9,2021-01-29 18:22:10,61057c78-0775-43d1-bec8-4b381abb5ced,2022-02-23
0,0,0,2554,3,2020-06-01 16:09:21,6dd90bac-8faf-4ac8-9b95-e42bd2b588e7,2021-12-15
0,0,0,260,19,2020-12-12 16:07:24,b5f03a90-3db4-41d2-b2e7-fb951847697a,2022-04-18
0,0,0,2937,16,2020-06-30 18:15:08,65822859-dd8c-4c23-8249-ccd98a3967c6,2021-07-18
0,0,0,1550,9,2020-11-29 20:05:14,32e26305-a1e8-4ec2-be83-667bcbbbad28,2021-08-09
0,0,0,3612,16,2020-07-04 08:47:20,01f36e20-8ba0-4fef-b4c4-c4449151a300,2021-06-19
0,0,0,2567,26,2020-05-25 10:27:17,080705a8-e5ec-4191-bfd4-302726da9d5d,2021-07-29
0,0,0,2508,4,2021-02-01 03:43:14,8d30e611-c7a3-4e5c-aee6-c26bad0c60ad,2022-01-07
0,0,0,1599,20,2020-07-11 22:44:55,232dde06-d077-44df-8612-17b8dbaf48b2,2021-11-20
0,0,0,3003,11,2020-10-14 00:47:49,14d10c4f-e27e-428c-8fd4-317bb11c7bd4,2021-11-07
0,0,0,2869,1,2020-11-23 10:44:41,1dd35bd5-502b-4f6a-862d-3037dd5ab3d6,2022-03-15
0,0,0,3486,23,2020-09-09 18:53:44,e1e0d419-0e39-4d00-a429-24c39f80da3d,2021-12-30
0,0,0,1687,6,2021-01-23 03:42:45,aeed1079-93a2-4046-af93-4c9b17f8c434,2021-06-15
0,0,0,447,27,2020-09-09 16:40:38,1b21c755-0893-43ce-8712-5df47651a7a1,2021-12-12
0,0,0,1171,17,2020-05-13 20:48:57,d12b9a9c-75fa-41d9-87ad-d954e8471587,2021-08-24
0,0,0,3135,22,2020-10-25 09:04:20,9d410c53-052b-4861-9006-ff1b85bf3a02,2021-06-08
0,0,0,3284,8,2021-01-22 04:52:31,737da8c7-8c74-4b89-b91e-8df56ce458e7,2022-04-07
0,0,0,3752,16,2020-07-24 20:48:12,13cbfeb0-89d4-4e4c-b84b-d32d9930f9c8,2022-01-22
0,0,0,3275,17,2020-05-27 20:20:16,acf255d5-bdf1-4206-a3c2-2e79b975e04e,2021-08-17
0,0,0,2073,17,2020-10-03 16:33:49,c514890a-5faa-49c9-b51f-002da2381c1a,2021-11-29
0,0,0,3588,11,2020-10-31 21:09:48,e5e543c4-7e6a-4629-a985-a3f96073fb98,2021-06-30
0,0,0,3335,21,2021-03-28 11:47:56,67318fdb-6c19-45bb-a597-3744e7861e82,2022-03-31
0,0,0,2583,26,2021-01-04 20:00:35,76596a7a-c2e3-4b08-8935-5e56c6f06250,2022-02-04
